,country,iso_code,date,daily_vaccinations,people_vaccinated,people_vaccinated_per_hundred,vaccines
7554,Denmark,DNK,2021-07-10,63337.0,3660974.0,63.21,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
11350,Greenland,GRL,2021-07-10,758.0,31798.0,56.01,Moderna
16494,Liechtenstein,LIE,2021-07-10,374.0,20048.0,52.57,"Moderna, Pfizer/BioNTech"
16695,Lithuania,LTU,2021-07-10,11094.0,1277484.0,46.93,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
29133,Turkey,TUR,2021-07-10,729071.0,37644385.0,44.63,"Pfizer/BioNTech, Sinovac"
17515,Maldives,MDV,2021-07-10,5299.0,318756.0,58.97,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
20397,New Zealand,NZL,2021-07-10,18208.0,813772.0,16.88,Pfizer/BioNTech
7930,Dominican Republic,DOM,2021-07-10,107947.0,5217103.0,48.09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
9536,Fiji,FJI,2021-07-10,6814.0,353355.0,39.42,Oxford/AstraZeneca
18620,Monaco,MCO,2021-07-10,138.0,21144.0,53.88,Pfizer/BioNTech
9348,Faeroe Islands,FRO,2021-07-10,917.0,32477.0,66.46,"Moderna, Pfizer/BioNTech"
18764,Mongolia,MNG,2021-07-10,11569.0,2103485.0,64.16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
19904,Nepal,NPL,2021-07-10,35988.0,2611807.0,8.96,"Oxford/AstraZeneca, Sinopharm/Beijing"
29630,Ukraine,UKR,2021-07-10,80280.0,2298300.0,5.26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
19735,Nauru,NRU,2021-07-10,89.0,7502.0,69.24,Oxford/AstraZeneca
8648,England,OWID_ENG,2021-07-10,199812.0,38495266.0,68.39,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
18912,Montenegro,MNE,2021-07-10,1288.0,157971.0,25.15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
9178,Ethiopia,ETH,2021-07-10,3337.0,1894717.0,1.65,Oxford/AstraZeneca
19235,Morocco,MAR,2021-07-10,50304.0,10356845.0,28.06,"Oxford/AstraZeneca, Sinopharm/Beijing"
9080,Eswatini,SWZ,2021-07-10,984.0,37997.0,3.28,Oxford/AstraZeneca
29824,United Arab Emirates,ARE,2021-07-10,58783.0,7457402.0,75.4,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
26836,South Korea,KOR,2021-07-10,112463.0,15587084.0,30.4,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
26940,South Sudan,SSD,2021-07-10,885.0,51571.0,0.46,Oxford/AstraZeneca
8970,Estonia,EST,2021-07-10,6163.0,581929.0,43.87,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
1998,Azerbaijan,AZE,2021-07-10,46967.0,2459102.0,24.25,"Oxford/AstraZeneca, Sinovac, Sputnik V"
3680,Bolivia,BOL,2021-07-10,41450.0,2321231.0,19.89,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
27131,Spain,ESP,2021-07-10,545471.0,27994332.0,59.87,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8427,El Salvador,SLV,2021-07-10,46068.0,2011356.0,31.01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
20093,Netherlands,NLD,2021-07-10,166176.0,11546146.0,67.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
17623,Mali,MLI,2021-07-10,947.0,145016.0,0.72,Oxford/AstraZeneca
10338,Gambia,GMB,2021-07-10,39.0,31254.0,1.29,"Oxford/AstraZeneca, Sinopharm/Beijing"
8107,Ecuador,ECU,2021-07-10,166761.0,3933031.0,22.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
17800,Malta,MLT,2021-07-10,3303.0,371421.0,84.12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
10212,Gabon,GAB,2021-07-10,1258.0,45968.0,2.07,Sinopharm/Beijing
17913,Mauritania,MRT,2021-07-10,1169.0,164213.0,3.53,"Oxford/AstraZeneca, Sinopharm/Beijing"
3936,Botswana,BWA,2021-07-10,3125.0,173512.0,7.38,Oxford/AstraZeneca
27300,Sri Lanka,LKA,2021-07-10,144327.0,3754422.0,17.53,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
11925,Guinea,GIN,2021-07-10,25420.0,495282.0,3.77,Sputnik V
6693,Croatia,HRV,2021-07-10,21415.0,1550632.0,37.77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
9934,France,FRA,2021-07-10,561469.0,35769206.0,52.94,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8281,Egypt,EGY,2021-07-10,41456.0,3605877.0,3.52,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V"
18085,Mauritius,MUS,2021-07-10,10810.0,596255.0,46.88,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
2125,Bahamas,BHS,2021-07-10,250.0,60303.0,15.33,Oxford/AstraZeneca
29489,Uganda,UGA,2021-07-10,7127.0,1076923.0,2.35,Oxford/AstraZeneca
18286,Mexico,MEX,2021-07-10,518145.0,35287821.0,27.37,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
18420,Moldova,MDA,2021-07-10,6767.0,480224.0,11.9,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
9731,Finland,FIN,2021-07-10,36449.0,3458815.0,62.43,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
26696,South Africa,ZAF,2021-07-10,132733.0,3783990.0,6.38,"Johnson&Johnson, Pfizer/BioNTech"
1613,Australia,AUS,2021-07-10,127489.0,6759474.0,26.51,"Oxford/AstraZeneca, Pfizer/BioNTech"
1816,Austria,AUT,2021-07-10,72927.0,5027687.0,55.82,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
14657,Jersey,JEY,2021-07-10,603.0,72369.0,71.6,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
15142,Kenya,KEN,2021-07-10,9416.0,1026960.0,1.91,"Oxford/AstraZeneca, Sputnik V"
12420,Hong Kong,HKG,2021-07-10,61838.0,2565376.0,34.22,"Pfizer/BioNTech, Sinovac"
15006,Kazakhstan,KAZ,2021-07-10,126295.0,4241859.0,22.59,"QazVac, Sinopharm/HayatVax, Sputnik V"
3217,Benin,BEN,2021-07-10,461.0,40270.0,0.33,"Oxford/AstraZeneca, Sinovac"
7054,Cyprus,CYP,2021-07-10,7302.0,479265.0,53.97,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21681,Oman,OMN,2021-07-10,42407.0,1359065.0,26.61,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
14838,Jordan,JOR,2021-07-10,46113.0,2654733.0,26.02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
12811,Iceland,ISL,2021-07-10,2371.0,266949.0,78.23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3152,Belize,BLZ,2021-07-10,2470.0,107617.0,27.07,"Oxford/AstraZeneca, Sinopharm/Beijing"
6861,Curacao,CUW,2021-07-10,289.0,90085.0,54.9,"Moderna, Pfizer/BioNTech"
21844,Pakistan,PAK,2021-07-10,336091.0,9308890.0,4.21,"CanSino, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V"
14533,Japan,JPN,2021-07-10,1261783.0,38571056.0,30.5,"Moderna, Pfizer/BioNTech"
12993,India,IND,2021-07-10,4533142.0,303171498.0,21.97,"Covaxin, Oxford/AstraZeneca, Sputnik V"
30391,Uruguay,URY,2021-07-10,30156.0,2354895.0,67.79,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
28216,Taiwan,TWN,2021-07-10,151832.0,3492257.0,14.66,"Moderna, Oxford/AstraZeneca"
14383,Jamaica,JAM,2021-07-10,2421.0,177062.0,5.98,Oxford/AstraZeneca
13179,Indonesia,IDN,2021-07-10,809491.0,36193076.0,13.23,"Oxford/AstraZeneca, Sinovac"
13339,Iran,IRN,2021-07-10,58015.0,4390342.0,5.23,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
21954,Palestine,PSE,2021-07-10,6113.0,541538.0,10.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
28285,Tajikistan,TJK,2021-07-10,11183.0,377744.0,3.96,"Oxford/AstraZeneca, Sinovac"
14252,Italy,ITA,2021-07-10,538997.0,35825444.0,59.25,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
6752,Cuba,CUB,2021-07-10,113384.0,3045823.0,26.89,"Abdala, Soberana02"
22133,Panama,PAN,2021-07-10,19884.0,1127967.0,26.14,"Oxford/AstraZeneca, Pfizer/BioNTech"
28515,Timor,TLS,2021-07-10,3966.0,237927.0,18.05,"Oxford/AstraZeneca, Sinovac"
14049,Israel,ISR,2021-07-10,16626.0,5728839.0,66.19,"Moderna, Pfizer/BioNTech"
13838,Isle of Man,IMN,2021-07-10,653.0,64151.0,75.44,"Oxford/AstraZeneca, Pfizer/BioNTech"
13661,Ireland,IRL,2021-07-10,55719.0,2745931.0,55.61,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
26143,Slovakia,SVK,2021-07-10,24085.0,2140152.0,39.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3014,Belgium,BEL,2021-07-10,121039.0,7598190.0,65.56,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
21481,Norway,NOR,2021-07-10,39162.0,3066986.0,56.57,"Moderna, Pfizer/BioNTech"
12279,Honduras,HND,2021-07-10,31074.0,1093093.0,11.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
8771,Equatorial Guinea,GNQ,2021-07-10,1241.0,161870.0,11.54,Sinopharm/Beijing
28821,Trinidad and Tobago,TTO,2021-07-10,5795.0,225546.0,16.12,Oxford/AstraZeneca
2647,Barbados,BRB,2021-07-10,228.0,96175.0,33.47,Oxford/AstraZeneca
11989,Guinea-Bissau,GNB,2021-07-10,191.0,23549.0,1.2,"Oxford/AstraZeneca, Sinopharm/Beijing"
26345,Slovenia,SVN,2021-07-10,8153.0,848082.0,40.79,"Oxford/AstraZeneca, Pfizer/BioNTech"
7255,Czechia,CZE,2021-07-10,60672.0,5232358.0,48.86,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
27968,Switzerland,CHE,2021-07-10,58794.0,4542501.0,52.49,"Moderna, Pfizer/BioNTech"
15642,Laos,LAO,2021-07-10,20832.0,1025248.0,14.09,"Sinopharm/Beijing, Sputnik V"
12141,Guyana,GUY,2021-07-10,1377.0,240392.0,30.56,"Oxford/AstraZeneca, Sputnik V"
30250,United States,USA,2021-07-10,513550.0,183836917.0,54.97,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
9537,Fiji,FJI,2021-07-11,6486.0,353355.0,39.42,Oxford/AstraZeneca
3681,Bolivia,BOL,2021-07-11,44328.0,2321231.0,19.89,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
14253,Italy,ITA,2021-07-11,538403.0,35884336.0,59.35,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
28286,Tajikistan,TJK,2021-07-11,10684.0,377744.0,3.96,"Oxford/AstraZeneca, Sinovac"
4765,Cameroon,CMR,2021-07-11,3828.0,134108.0,0.51,"Oxford/AstraZeneca, Sinopharm/Beijing"
27132,Spain,ESP,2021-07-11,545385.0,27994332.0,59.87,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23481,Romania,ROU,2021-07-11,14787.0,4813104.0,25.02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
4667,Cambodia,KHM,2021-07-11,126551.0,4903845.0,29.33,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
31137,Wallis and Futuna,WLF,2021-07-11,16.0,4610.0,40.99,Oxford/AstraZeneca
5098,Cape Verde,CPV,2021-07-11,2900.0,106909.0,19.23,"Oxford/AstraZeneca, Pfizer/BioNTech"
18421,Moldova,MDA,2021-07-11,7566.0,484842.0,12.02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
18621,Monaco,MCO,2021-07-11,137.0,21144.0,53.88,Pfizer/BioNTech
18287,Mexico,MEX,2021-07-11,517212.0,35378414.0,27.44,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
30805,Vietnam,VNM,2021-07-11,22961.0,3774138.0,3.88,"Oxford/AstraZeneca, Sinopharm/Beijing"
13340,Iran,IRN,2021-07-11,58015.0,4390342.0,5.23,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
29490,Uganda,UGA,2021-07-11,2906.0,1079943.0,2.36,Oxford/AstraZeneca
11816,Guernsey,GGY,2021-07-11,553.0,32969.0,49.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
13180,Indonesia,IDN,2021-07-11,747865.0,36267019.0,13.26,"Oxford/AstraZeneca, Sinovac"
18086,Mauritius,MUS,2021-07-11,10810.0,596255.0,46.88,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
12142,Guyana,GUY,2021-07-11,1474.0,240392.0,30.56,"Oxford/AstraZeneca, Sputnik V"
14384,Jamaica,JAM,2021-07-11,2103.0,177062.0,5.98,Oxford/AstraZeneca
9732,Finland,FIN,2021-07-11,43182.0,3480437.0,62.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
9349,Faeroe Islands,FRO,2021-07-11,1001.0,32477.0,66.46,"Moderna, Pfizer/BioNTech"
16696,Lithuania,LTU,2021-07-11,11061.0,1277699.0,46.93,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24545,San Marino,SMR,2021-07-11,48.0,22801.0,67.18,"Pfizer/BioNTech, Sputnik V"
28421,Thailand,THA,2021-07-11,255924.0,9301407.0,13.33,"Oxford/AstraZeneca, Sinovac"
1999,Azerbaijan,AZE,2021-07-11,45027.0,2474911.0,24.41,"Oxford/AstraZeneca, Sinovac, Sputnik V"
23070,Portugal,PRT,2021-07-11,144212.0,6213798.0,60.94,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
8971,Estonia,EST,2021-07-11,6050.0,583501.0,43.99,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3015,Belgium,BEL,2021-07-11,123435.0,7602390.0,65.6,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
26941,South Sudan,SSD,2021-07-11,960.0,51571.0,0.46,Oxford/AstraZeneca
25220,Senegal,SEN,2021-07-11,9764.0,582725.0,3.48,"Oxford/AstraZeneca, Sinopharm/Beijing"
5952,Colombia,COL,2021-07-11,339506.0,13568786.0,26.67,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
13662,Ireland,IRL,2021-07-11,52822.0,2761065.0,55.92,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
9081,Eswatini,SWZ,2021-07-11,1147.0,37997.0,3.28,Oxford/AstraZeneca
19236,Morocco,MAR,2021-07-11,49977.0,10358218.0,28.06,"Oxford/AstraZeneca, Sinopharm/Beijing"
15866,Latvia,LVA,2021-07-11,7977.0,700859.0,37.16,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
28516,Timor,TLS,2021-07-11,4396.0,237927.0,18.05,"Oxford/AstraZeneca, Sinovac"
31022,Wales,OWID_WLS,2021-07-11,15909.0,2274421.0,72.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
23278,Qatar,QAT,2021-07-11,21100.0,1849825.0,64.21,"Moderna, Pfizer/BioNTech"
1248,Argentina,ARG,2021-07-11,348141.0,19594624.0,43.35,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
18913,Montenegro,MNE,2021-07-11,1212.0,158357.0,25.21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
13839,Isle of Man,IMN,2021-07-11,691.0,64153.0,75.45,"Oxford/AstraZeneca, Pfizer/BioNTech"
16020,Lebanon,LBN,2021-07-11,23141.0,1007250.0,14.76,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
14050,Israel,ISR,2021-07-11,14263.0,5730226.0,66.2,"Moderna, Pfizer/BioNTech"
5801,China,CHN,2021-07-11,10997571.0,622000000.0,43.21,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
29631,Ukraine,UKR,2021-07-11,80565.0,2311690.0,5.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
11990,Guinea-Bissau,GNB,2021-07-11,216.0,23549.0,1.2,"Oxford/AstraZeneca, Sinopharm/Beijing"
28950,Tunisia,TUN,2021-07-11,26315.0,1525157.0,12.9,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
18765,Mongolia,MNG,2021-07-11,10439.0,2103983.0,64.18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
25075,Scotland,OWID_SCT,2021-07-11,26331.0,3934408.0,72.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
9179,Ethiopia,ETH,2021-07-11,3077.0,1894717.0,1.65,Oxford/AstraZeneca
9935,France,FRA,2021-07-11,557534.0,35827445.0,53.03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16206,Liberia,LBR,2021-07-11,615.0,86288.0,1.71,Oxford/AstraZeneca
10099,French Polynesia,PYF,2021-07-11,642.0,75504.0,26.88,"Johnson&Johnson, Pfizer/BioNTech"
3515,Bhutan,BTN,2021-07-11,127.0,485497.0,62.92,"Oxford/AstraZeneca, Pfizer/BioNTech"
14839,Jordan,JOR,2021-07-11,45289.0,2654733.0,26.02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
24080,Saint Kitts and Nevis,KNA,2021-07-11,33.0,23131.0,43.49,Oxford/AstraZeneca
5298,Cayman Islands,CYM,2021-07-11,89.0,48942.0,74.47,"Oxford/AstraZeneca, Pfizer/BioNTech"
3218,Benin,BEN,2021-07-11,461.0,40270.0,0.33,"Oxford/AstraZeneca, Sinovac"
12615,Hungary,HUN,2021-07-11,,5538557.0,57.33,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
27559,Suriname,SUR,2021-07-11,1097.0,168570.0,28.74,Oxford/AstraZeneca
10980,Gibraltar,GIB,2021-07-11,10.0,39294.0,116.63,Pfizer/BioNTech
15007,Kazakhstan,KAZ,2021-07-11,121454.0,4319897.0,23.01,"QazVac, Sinopharm/HayatVax, Sputnik V"
25407,Serbia,SRB,2021-07-11,10245.0,2767797.0,40.68,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
12421,Hong Kong,HKG,2021-07-11,62137.0,2591939.0,34.57,"Pfizer/BioNTech, Sinovac"
2326,Bahrain,BHR,2021-07-11,6583.0,1086557.0,63.86,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
10796,Ghana,GHA,2021-07-11,719.0,864964.0,2.78,"Oxford/AstraZeneca, Sputnik V"
4513,Burkina Faso,BFA,2021-07-11,580.0,30479.0,0.15,Oxford/AstraZeneca
11351,Greenland,GRL,2021-07-11,821.0,31798.0,56.01,Moderna
325,Albania,ALB,2021-07-11,4893.0,587876.0,20.43,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
16896,Luxembourg,LUX,2021-07-11,5616.0,371670.0,59.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2648,Barbados,BRB,2021-07-11,230.0,96212.0,33.48,Oxford/AstraZeneca
15143,Kenya,KEN,2021-07-11,9317.0,1026960.0,1.91,"Oxford/AstraZeneca, Sputnik V"
11179,Greece,GRC,2021-07-11,74721.0,5246057.0,50.33,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3402,Bermuda,BMU,2021-07-11,16.0,41505.0,66.65,"Oxford/AstraZeneca, Pfizer/BioNTech"
12280,Honduras,HND,2021-07-11,32027.0,1093093.0,11.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
29134,Turkey,TUR,2021-07-11,704164.0,37811142.0,44.83,"Pfizer/BioNTech, Sinovac"
4976,Canada,CAN,2021-07-11,487249.0,26206748.0,69.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
24230,Saint Lucia,LCA,2021-07-11,108.0,31286.0,17.04,Oxford/AstraZeneca
31443,Zimbabwe,ZWE,2021-07-11,18598.0,895980.0,6.03,Sinopharm/Beijing
5384,Chad,TCD,2021-07-11,1222.0,18484.0,0.11,Sinopharm/Beijing
28217,Taiwan,TWN,2021-07-11,149569.0,3492257.0,14.66,"Moderna, Oxford/AstraZeneca"
2499,Bangladesh,BGD,2021-07-11,359.0,5823265.0,3.54,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
14658,Jersey,JEY,2021-07-11,606.0,72369.0,71.6,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
16495,Liechtenstein,LIE,2021-07-11,374.0,20048.0,52.57,"Moderna, Pfizer/BioNTech"
27762,Sweden,SWE,2021-07-11,63211.0,5689425.0,56.34,"Oxford/AstraZeneca, Pfizer/BioNTech"
27301,Sri Lanka,LKA,2021-07-11,161841.0,3896184.0,18.2,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
23695,Russia,RUS,2021-07-11,677377.0,28645936.0,19.63,"EpiVacCorona, Sputnik V"
17914,Mauritania,MRT,2021-07-11,913.0,164213.0,3.53,"Oxford/AstraZeneca, Sinopharm/Beijing"
12994,India,IND,2021-07-11,4281993.0,304018852.0,22.03,"Covaxin, Oxford/AstraZeneca, Sputnik V"
10213,Gabon,GAB,2021-07-11,1214.0,45968.0,2.07,Sinopharm/Beijing
5588,Chile,CHL,2021-07-11,102702.0,13241785.0,69.27,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
17801,Malta,MLT,2021-07-11,3119.0,372052.0,84.26,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
11642,Guatemala,GTM,2021-07-11,9161.0,844228.0,4.71,"Moderna, Oxford/AstraZeneca"
14534,Japan,JPN,2021-07-11,1248315.0,39090417.0,30.91,"Moderna, Pfizer/BioNTech"
27969,Switzerland,CHE,2021-07-11,58327.0,4543839.0,52.5,"Moderna, Pfizer/BioNTech"
28822,Trinidad and Tobago,TTO,2021-07-11,4737.0,225546.0,16.12,Oxford/AstraZeneca
10339,Gambia,GMB,2021-07-11,39.0,31254.0,1.29,"Oxford/AstraZeneca, Sinopharm/Beijing"
24665,Sao Tome and Principe,STP,2021-07-11,578.0,26184.0,11.95,Oxford/AstraZeneca
11926,Guinea,GIN,2021-07-11,8026.0,495282.0,3.77,Sputnik V
16293,Libya,LBY,2021-07-11,5397.0,425119.0,6.19,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
17516,Maldives,MDV,2021-07-11,6024.0,318756.0,58.97,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
3153,Belize,BLZ,2021-07-11,2492.0,107617.0,27.07,"Oxford/AstraZeneca, Sinopharm/Beijing"
17350,Malaysia,MYS,2021-07-11,339060.0,7927759.0,24.49,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
24853,Saudi Arabia,SAU,2021-07-11,195047.0,17518976.0,50.32,"Oxford/AstraZeneca, Pfizer/BioNTech"
12812,Iceland,ISL,2021-07-11,2375.0,266949.0,78.23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
1049,Antigua and Barbuda,ATG,2021-07-11,114.0,37045.0,37.83,Oxford/AstraZeneca
10658,Germany,DEU,2021-07-11,634634.0,48709163.0,58.14,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
4467,Bulgaria,BGR,2021-07-11,8789.0,1003791.0,14.45,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
17054,Macao,MAC,2021-07-11,6311.0,261242.0,40.23,"Pfizer/BioNTech, Sinopharm/Beijing"
17624,Mali,MLI,2021-07-11,942.0,145016.0,0.72,Oxford/AstraZeneca
15643,Laos,LAO,2021-07-11,19447.0,1025248.0,14.09,"Sinopharm/Beijing, Sputnik V"
6694,Croatia,HRV,2021-07-11,21119.0,1552689.0,37.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
746,Angola,AGO,2021-07-11,5992.0,958373.0,2.92,Oxford/AstraZeneca
1357,Armenia,ARM,2021-07-11,4806.0,190815.0,6.44,"Oxford/AstraZeneca, Sinovac, Sputnik V"
20875,North Macedonia,MKD,2021-07-11,10285.0,428081.0,20.55,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
21845,Pakistan,PAK,2021-07-11,356222.0,9308890.0,4.21,"CanSino, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V"
6361,Costa Rica,CRI,2021-07-11,10768.0,1783949.0,35.02,"Oxford/AstraZeneca, Pfizer/BioNTech"
6862,Curacao,CUW,2021-07-11,305.0,90157.0,54.94,"Moderna, Pfizer/BioNTech"
25886,Singapore,SGP,2021-07-11,75102.0,4022809.0,68.76,"Moderna, Pfizer/BioNTech, Sinovac"
4113,Brazil,BRA,2021-07-11,1307796.0,86797811.0,40.83,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
26346,Slovenia,SVN,2021-07-11,8194.0,848268.0,40.8,"Oxford/AstraZeneca, Pfizer/BioNTech"
30251,United States,USA,2021-07-11,506771.0,184132768.0,55.06,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
21682,Oman,OMN,2021-07-11,42136.0,1359065.0,26.61,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
7055,Cyprus,CYP,2021-07-11,7088.0,484650.0,54.58,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
26463,Solomon Islands,SLB,2021-07-11,278.0,19641.0,2.86,Oxford/AstraZeneca
4270,Brunei,BRN,2021-07-11,3222.0,102586.0,23.45,"Oxford/AstraZeneca, Sinopharm/Beijing"
30677,Venezuela,VEN,2021-07-11,197544.0,2900000.0,10.2,"Sinopharm/Beijing, Sputnik V"
8649,England,OWID_ENG,2021-07-11,194994.0,38529203.0,68.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
